respondent_id,age,gender,state,location_type,family_income,education_level,stream,board,academic_performance,career_clarity,urgency,decision_maker,primary_info_source,past_career_spend,career_domain_interest,preferred_feature,motivation,fear_score,risk_score,wtp_monthly,wtp_onetime,platform_adoption,persona_label
R1020,19,Male,Tamil Nadu,Tier-3,₹10–20L,Class 11-12,Commerce,ICSE,70–80%,Very clear,6–12 months,Both equally,School Counsellor,Career counsellor,Business/Management,1-on-1 mentorship,Passion/Interest,3,2,531.0,2373.0,Yes,Focused Climber
R1021,24,Female,Gujarat,Rural,,Postgraduate,Science PCM,State Board,70–80%,Not clear at all,More than 2 years,Myself,Family/Friends,Nothing,Engineering/Tech,AI career roadmap,Family expectations,4,3,346.0,1501.0,No,Passive Explorer
R1022,18,Male,Gujarat,Metro,₹10–20L,Undergraduate,Commerce,State Board,60–70%,Somewhat clear,3–6 months,Parents,Social Media,Online courses,Business/Management,1-on-1 mentorship,Passion/Interest,2,3,576.0,2490.0,Yes,Career Switcher
R1023,17,Male,Rajasthan,Metro,₹10–20L,Class 11-12,Commerce,State Board,70–80%,Somewhat clear,1–2 years,Relatives,YouTube,Career counsellor,Business/Management,AI career roadmap,Family expectations,4,1,270.0,686.0,No,Passive Explorer
R1024,17,Male,West Bengal,Rural,₹10–20L,Class 11-12,Arts/Humanities,State Board,70–80%,Not clear at all,1–2 years,Both equally,School Counsellor,Coaching classes,Business/Management,College matchmaking,Passion/Interest,3,4,281.0,973.0,No,Confused Drifter
R1025,18,Female,Maharashtra,Tier-2,₹2–5L,Class 11-12,Commerce,State Board,80–90%,Somewhat clear,6–12 months,Teachers/Counsellor,YouTube,Nothing,Education/Teaching,AI career roadmap,Unclear,3,5,288.0,1099.0,Yes,Career Switcher
R1026,17,Female,Uttar Pradesh,Tier-2,₹2–5L,Undergraduate,Arts/Humanities,CBSE,70–80%,Not clear at all,1–2 years,Parents,YouTube,Nothing,Finance/Banking,AI career roadmap,Financial security,2,1,204.0,561.0,No,Confused Drifter
R1027,18,Male,Tamil Nadu,Tier-2,₹10–20L,Working Professional,Science PCB,CBSE,Below 60%,Very clear,3–6 months,Both equally,School Counsellor,Exam prep material,Medicine/Healthcare,Entrance exam navigator,Passion/Interest,3,4,618.0,2279.0,Yes,Focused Climber
R1028,17,Male,Gujarat,Metro,₹10–20L,Undergraduate,Science PCM,CBSE,80–90%,Very clear,More than 2 years,Parents,YouTube,Career counsellor,Finance/Banking,AI career roadmap,Passion/Interest,2,5,681.0,2171.0,Yes,Focused Climber
R1029,20,Male,Uttar Pradesh,Tier-2,₹2–5L,Undergraduate,Science PCB,CBSE,60–70%,Very clear,Within 3 months,Teachers/Counsellor,YouTube,Exam prep material,Education/Teaching,Skill assessment,Financial security,3,4,318.0,979.0,Yes,Focused Climber
R1030,18,Male,Uttar Pradesh,Metro,₹5–10L,Postgraduate,Science PCM,State Board,Above 90%,Very clear,Within 3 months,Both equally,YouTube,Coaching classes,Business/Management,Skill assessment,Passion/Interest,4,4,483.0,1664.0,Yes,Focused Climber
R1031,24,Female,Karnataka,Metro,Below ₹2L,Class 11-12,Science PCM,State Board,Below 60%,Very clear,3–6 months,Myself,Social Media,Nothing,Government/UPSC,1-on-1 mentorship,Family expectations,5,2,186.0,748.0,No,Confused Drifter
R1032,17,Female,Gujarat,Tier-2,₹2–5L,Postgraduate,Science PCM,State Board,Above 90%,Not clear at all,6–12 months,Parents,Online Platforms,Coaching classes,Business/Management,College matchmaking,Family expectations,5,2,200.0,504.0,Yes,Confused Drifter
R1033,17,Female,Uttar Pradesh,Metro,₹5–10L,Working Professional,Vocational,State Board,Above 90%,Not clear at all,6–12 months,Parents,Family/Friends,Nothing,Arts/Design,Scholarship finder,Family expectations,4,4,304.0,1256.0,Yes,Confused Drifter
R1034,18,Male,Bihar,Tier-3,₹2–5L,Undergraduate,Science PCM,CBSE,70–80%,Very clear,1–2 years,Parents,School Counsellor,Coaching classes,Engineering/Tech,AI career roadmap,Family expectations,5,3,348.0,1094.0,Yes,Focused Climber
R1035,19,Male,Telangana,Metro,₹5–10L,Postgraduate,Science PCM,IB,70–80%,Somewhat unclear,Within 3 months,Parents,YouTube,Nothing,Science Research,1-on-1 mentorship,Financial security,5,1,360.0,1736.0,Yes,Anxious Achiever
R1036,19,Female,Punjab,Tier-3,₹10–20L,Class 11-12,Science PCM,CBSE,70–80%,Somewhat unclear,3–6 months,Both equally,Online Platforms,Coaching classes,Government/UPSC,AI career roadmap,Financial security,2,1,405.0,1907.0,No,Anxious Achiever
R1037,22,Female,Uttar Pradesh,Rural,₹2–5L,Class 11-12,Science PCM,CBSE,70–80%,Somewhat unclear,1–2 years,Myself,Online Platforms,Coaching classes,Engineering/Tech,College matchmaking,Passion/Interest,5,4,241.0,674.0,Yes,Anxious Achiever
R1038,16,Female,Maharashtra,Tier-3,₹10–20L,Working Professional,Arts/Humanities,Other,Above 90%,Somewhat unclear,6–12 months,Both equally,School Counsellor,Nothing,Arts/Design,AI career roadmap,Family expectations,4,1,406.0,1376.0,Yes,Anxious Achiever
R1039,21,Male,Maharashtra,Tier-2,₹10–20L,Undergraduate,Vocational,CBSE,70–80%,Not clear at all,Within 3 months,Myself,YouTube,Online courses,Government/UPSC,AI career roadmap,Social status,2,2,327.0,1044.0,No,Confused Drifter
R1040,17,Male,Bihar,Tier-2,₹2–5L,Working Professional,Science PCM,ICSE,70–80%,Somewhat unclear,Within 3 months,Parents,School Counsellor,Exam prep material,Engineering/Tech,AI career roadmap,Family expectations,2,5,291.0,1202.0,Yes,Anxious Achiever
R1041,19,Male,West Bengal,Rural,₹2–5L,Class 11-12,Science PCM,CBSE,Above 90%,Somewhat clear,1–2 years,Parents,Online Platforms,Online courses,Engineering/Tech,College matchmaking,Passion/Interest,1,5,260.0,960.0,Yes,Career Switcher
R1042,22,Male,Uttar Pradesh,Tier-3,₹2–5L,Undergraduate,Commerce,CBSE,60–70%,Somewhat clear,Within 3 months,Myself,Career Books,Coaching classes,Government/UPSC,Skill assessment,Passion/Interest,5,3,246.0,974.0,Yes,Career Switcher
R1043,21,Female,Tamil Nadu,Rural,Above ₹20L,Undergraduate,Arts/Humanities,State Board,80–90%,Not clear at all,Within 3 months,Myself,Social Media,Nothing,Medicine/Healthcare,Skill assessment,Unclear,4,1,365.0,1449.0,No,Confused Drifter
R1044,15,Female,Uttar Pradesh,Metro,Below ₹2L,Postgraduate,Science PCM,ICSE,80–90%,Somewhat clear,3–6 months,Teachers/Counsellor,Social Media,Online courses,Government/UPSC,Scholarship finder,Family expectations,2,4,251.0,773.0,Yes,Career Switcher
R1045,21,Female,Bihar,Tier-3,Below ₹2L,Undergraduate,Science PCB,CBSE,80–90%,Somewhat unclear,1–2 years,Parents,School Counsellor,Career counsellor,Government/UPSC,1-on-1 mentorship,Passion/Interest,4,1,219.0,944.0,No,Anxious Achiever
R1046,18,Female,Other,Metro,₹2–5L,Class 9-10,Arts/Humanities,ICSE,80–90%,Somewhat clear,Within 3 months,Myself,Family/Friends,Nothing,Education/Teaching,Scholarship finder,Family expectations,2,1,227.0,1079.0,No,Confused Drifter
R1047,18,Male,Rajasthan,Tier-3,₹2–5L,Postgraduate,Commerce,ICSE,70–80%,Not clear at all,1–2 years,Teachers/Counsellor,YouTube,Career counsellor,Finance/Banking,AI career roadmap,Unclear,2,1,163.0,728.0,No,Passive Explorer
R1048,17,Male,Andhra Pradesh,Tier-2,Below ₹2L,Undergraduate,Commerce,CBSE,70–80%,Somewhat unclear,Within 3 months,Myself,YouTube,Coaching classes,Finance/Banking,1-on-1 mentorship,Financial security,3,1,229.0,1032.0,Yes,Anxious Achiever
R1049,19,Male,Andhra Pradesh,Tier-3,₹2–5L,Class 9-10,Commerce,State Board,80–90%,Somewhat unclear,3–6 months,Parents,Online Platforms,Online courses,Education/Teaching,1-on-1 mentorship,Financial security,5,4,252.0,1063.0,Yes,Anxious Achiever
R1050,19,Male,Telangana,Rural,₹2–5L,Class 11-12,Science PCB,ICSE,Above 90%,Somewhat clear,1–2 years,Parents,Career Books,Online courses,Medicine/Healthcare,Skill assessment,Social status,2,3,245.0,617.0,Yes,Career Switcher
R1051,17,Female,Maharashtra,Tier-3,₹10–20L,Working Professional,Science PCM,CBSE,80–90%,Very clear,3–6 months,Parents,School Counsellor,Coaching classes,Government/UPSC,1-on-1 mentorship,Family expectations,5,5,548.0,1666.0,Yes,Focused Climber
R1052,24,Female,Other,Metro,Below ₹2L,Class 11-12,Not Applicable,State Board,Above 90%,Not clear at all,1–2 years,Myself,YouTube,Nothing,Engineering/Tech,College matchmaking,Family expectations,4,2,84.0,342.0,Yes,Passive Explorer
R1053,18,Female,Madhya Pradesh,Rural,Below ₹2L,Class 9-10,Arts/Humanities,State Board,70–80%,Somewhat clear,Within 3 months,Myself,Family/Friends,Career counsellor,Law,Skill assessment,Financial security,4,5,276.0,1293.0,Yes,Career Switcher
R1054,16,Male,Karnataka,Tier-2,₹5–10L,Undergraduate,Vocational,CBSE,Above 90%,Not clear at all,Within 3 months,Parents,YouTube,Nothing,Arts/Design,Scholarship finder,Financial security,5,2,252.0,1195.0,Yes,Confused Drifter
R1055,23,Female,Rajasthan,Metro,₹10–20L,Undergraduate,Arts/Humanities,State Board,60–70%,Very clear,3–6 months,Parents,Social Media,Exam prep material,Arts/Design,Entrance exam navigator,Passion/Interest,5,4,613.0,2322.0,Yes,Focused Climber
R1056,17,Male,Rajasthan,Tier-2,₹5–10L,Class 9-10,Arts/Humanities,CBSE,Above 90%,Very clear,Within 3 months,Parents,YouTube,Exam prep material,Law,College matchmaking,Financial security,5,3,408.0,1031.0,Yes,Focused Climber
R1057,22,Female,West Bengal,Metro,₹2–5L,Class 11-12,Commerce,CBSE,Above 90%,Somewhat unclear,Within 3 months,Both equally,YouTube,Coaching classes,Business/Management,AI career roadmap,Passion/Interest,3,5,287.0,1160.0,Yes,Anxious Achiever
R1058,19,Female,Andhra Pradesh,Tier-2,₹5–10L,Undergraduate,Arts/Humanities,CBSE,Above 90%,Very clear,3–6 months,Myself,Online Platforms,Online courses,Law,1-on-1 mentorship,Social status,4,5,188.0,691.0,No,Passive Explorer
R1059,24,Female,Rajasthan,Tier-2,₹5–10L,Undergraduate,Commerce,CBSE,Above 90%,Somewhat unclear,1–2 years,Both equally,Family/Friends,Online courses,Law,College matchmaking,Social status,5,4,325.0,1590.0,Yes,Anxious Achiever
R1060,20,Female,West Bengal,Tier-2,₹5–10L,Class 11-12,Science PCM,IB,Above 90%,Somewhat unclear,3–6 months,Myself,Family/Friends,Coaching classes,Finance/Banking,Skill assessment,Social status,5,1,369.0,1363.0,Yes,Anxious Achiever
R1061,15,Male,Bihar,Metro,₹10–20L,Class 11-12,Commerce,State Board,Above 90%,Somewhat unclear,Within 3 months,Myself,YouTube,Career counsellor,Business/Management,1-on-1 mentorship,Passion/Interest,5,5,513.0,1335.0,Yes,Anxious Achiever
R1062,20,Male,Telangana,Metro,Below ₹2L,Postgraduate,Science PCM,CBSE,70–80%,Very clear,6–12 months,Both equally,YouTube,Career counsellor,Engineering/Tech,AI career roadmap,Passion/Interest,2,1,357.0,1207.0,No,Focused Climber
R1063,18,Female,Uttar Pradesh,Tier-2,₹5–10L,Undergraduate,Commerce,CBSE,70–80%,Very clear,3–6 months,Both equally,Family/Friends,Coaching classes,Other,Entrance exam navigator,Family expectations,4,3,446.0,1931.0,Yes,Focused Climber
R1064,23,Female,Andhra Pradesh,Rural,₹5–10L,Postgraduate,Commerce,CBSE,70–80%,Somewhat unclear,Within 3 months,Both equally,Family/Friends,Coaching classes,Business/Management,1-on-1 mentorship,Passion/Interest,5,2,268.0,1263.0,No,Anxious Achiever
R1065,18,Female,Other,Tier-2,₹5–10L,Class 9-10,Not Applicable,State Board,Below 60%,Somewhat unclear,1–2 years,Both equally,Online Platforms,Nothing,Arts/Design,AI career roadmap,Family expectations,4,2,376.0,1478.0,No,Anxious Achiever
R1066,15,Male,Uttar Pradesh,Tier-2,Above ₹20L,Postgraduate,Commerce,State Board,70–80%,Somewhat clear,1–2 years,Myself,Family/Friends,Online courses,Business/Management,College matchmaking,Financial security,3,5,645.0,1780.0,Yes,Career Switcher
R1067,25,Female,Other,Tier-3,Below ₹2L,Class 11-12,Science PCM,CBSE,Above 90%,Not clear at all,1–2 years,Myself,Online Platforms,Nothing,Business/Management,Entrance exam navigator,Unclear,3,1,135.0,598.0,Yes,Confused Drifter
R1068,19,Male,Maharashtra,Tier-2,₹5–10L,Undergraduate,Science PCM,CBSE,80–90%,Not clear at all,Within 3 months,Myself,Social Media,Online courses,Engineering/Tech,AI career roadmap,Family expectations,4,1,245.0,1223.0,Yes,Confused Drifter
R1069,19,Female,Telangana,Rural,₹10–20L,Undergraduate,Not Applicable,State Board,60–70%,Very clear,Within 3 months,Parents,Family/Friends,Online courses,Finance/Banking,Entrance exam navigator,Passion/Interest,2,3,473.0,1841.0,Yes,Focused Climber
R1070,16,Male,Maharashtra,Metro,₹5–10L,Working Professional,Science PCB,Other,Below 60%,Not clear at all,3–6 months,Teachers/Counsellor,YouTube,Exam prep material,Science Research,College matchmaking,Family expectations,4,2,307.0,922.0,Yes,Confused Drifter
R1071,19,Male,Tamil Nadu,Rural,₹2–5L,Undergraduate,Science PCM,CBSE,70–80%,Not clear at all,6–12 months,Myself,Online Platforms,Nothing,Business/Management,1-on-1 mentorship,Family expectations,4,1,187.0,702.0,No,Confused Drifter
R1072,18,Female,Kerala,Rural,₹5–10L,Class 11-12,Not Applicable,CBSE,Below 60%,Very clear,6–12 months,Teachers/Counsellor,School Counsellor,Exam prep material,Engineering/Tech,1-on-1 mentorship,Passion/Interest,3,5,378.0,1032.0,Yes,Focused Climber
R1073,15,Female,Uttar Pradesh,Tier-2,₹5–10L,Class 9-10,Science PCM,State Board,Above 90%,Somewhat unclear,1–2 years,Both equally,YouTube,Coaching classes,Engineering/Tech,1-on-1 mentorship,Financial security,4,5,319.0,1029.0,Yes,Anxious Achiever
R1074,24,Female,Maharashtra,Tier-2,₹2–5L,Undergraduate,Arts/Humanities,ICSE,Above 90%,Very clear,3–6 months,Myself,YouTube,Coaching classes,Government/UPSC,College matchmaking,Passion/Interest,2,4,435.0,1147.0,Yes,Focused Climber
R1075,16,Female,Tamil Nadu,Tier-2,₹5–10L,Class 11-12,Science PCM,State Board,80–90%,Not clear at all,1–2 years,Parents,Family/Friends,Career counsellor,Engineering/Tech,Skill assessment,Family expectations,5,1,202.0,625.0,Yes,Passive Explorer
R1076,20,Female,Maharashtra,Rural,₹10–20L,Undergraduate,Commerce,State Board,Above 90%,Somewhat unclear,6–12 months,Parents,School Counsellor,Exam prep material,Education/Teaching,College matchmaking,Passion/Interest,4,2,411.0,1393.0,Yes,Anxious Achiever
R1077,23,Female,Bihar,Metro,₹5–10L,Working Professional,Science PCM,State Board,Above 90%,Somewhat unclear,1–2 years,Both equally,Career Books,Exam prep material,Business/Management,AI career roadmap,Passion/Interest,4,4,270.0,820.0,Yes,Confused Drifter
R1078,21,Male,Uttar Pradesh,Rural,₹2–5L,Undergraduate,Science PCM,State Board,Below 60%,Not clear at all,1–2 years,Myself,Social Media,Nothing,Engineering/Tech,College matchmaking,Financial security,4,3,129.0,610.0,No,Passive Explorer
R1079,15,Male,Maharashtra,Tier-3,₹5–10L,Working Professional,Science PCM,State Board,80–90%,Not clear at all,More than 2 years,Myself,Family/Friends,Coaching classes,Engineering/Tech,AI career roadmap,Financial security,5,5,171.0,837.0,No,Passive Explorer
R1080,20,Female,Uttar Pradesh,Tier-3,Below ₹2L,Class 11-12,Science PCM,CBSE,70–80%,Somewhat clear,Within 3 months,Both equally,Family/Friends,Exam prep material,Engineering/Tech,1-on-1 mentorship,Passion/Interest,3,2,206.0,915.0,No,Career Switcher
R1081,24,Male,Karnataka,Rural,₹2–5L,Class 11-12,Commerce,ICSE,80–90%,Somewhat unclear,Within 3 months,Myself,YouTube,Coaching classes,Business/Management,Scholarship finder,Social status,4,2,251.0,991.0,Yes,Anxious Achiever
R1082,18,Female,Rajasthan,Tier-3,₹10–20L,Class 11-12,Science PCB,CBSE,60–70%,Not clear at all,6–12 months,Parents,YouTube,Coaching classes,Arts/Design,AI career roadmap,Passion/Interest,5,3,290.0,1285.0,No,Confused Drifter
R1083,20,Male,Punjab,Rural,₹10–20L,Undergraduate,Science PCM,CBSE,60–70%,Somewhat clear,6–12 months,Both equally,YouTube,Online courses,Engineering/Tech,1-on-1 mentorship,Passion/Interest,3,3,418.0,2035.0,No,Career Switcher
R1084,16,Male,Andhra Pradesh,Tier-3,Above ₹20L,Working Professional,Vocational,CBSE,70–80%,Somewhat clear,1–2 years,Both equally,Family/Friends,Coaching classes,Business/Management,1-on-1 mentorship,Social status,4,5,531.0,2459.0,Yes,Career Switcher
R1085,19,Male,Gujarat,Tier-2,Below ₹2L,Working Professional,Arts/Humanities,CBSE,Above 90%,Very clear,6–12 months,Both equally,Online Platforms,Coaching classes,Government/UPSC,1-on-1 mentorship,Financial security,2,3,317.0,808.0,Yes,Focused Climber
R1086,20,Male,Tamil Nadu,Tier-2,₹10–20L,Postgraduate,Science PCM,Other,80–90%,Not clear at all,3–6 months,Myself,Family/Friends,Nothing,Education/Teaching,AI career roadmap,Financial security,4,1,266.0,726.0,Yes,Passive Explorer
R1087,24,Female,Uttar Pradesh,Tier-2,Above ₹20L,Class 11-12,Commerce,CBSE,80–90%,Very clear,3–6 months,Both equally,YouTube,Coaching classes,Business/Management,1-on-1 mentorship,Passion/Interest,5,2,730.0,2453.0,Yes,Focused Climber
R1088,21,Male,Maharashtra,Tier-3,₹5–10L,Class 11-12,Commerce,CBSE,60–70%,Very clear,6–12 months,Both equally,Family/Friends,Coaching classes,Business/Management,Skill assessment,Social status,4,5,438.0,2015.0,Yes,Focused Climber
R1089,20,Male,Tamil Nadu,Tier-2,₹10–20L,Class 11-12,Science PCB,CBSE,70–80%,Very clear,More than 2 years,Parents,Online Platforms,Career counsellor,Government/UPSC,Entrance exam navigator,Unclear,2,4,585.0,2300.0,No,Focused Climber
R1090,21,Male,Haryana,Tier-2,₹5–10L,Class 9-10,Science PCB,CBSE,60–70%,Not clear at all,More than 2 years,Myself,Family/Friends,Online courses,Law,AI career roadmap,Unclear,5,1,275.0,853.0,No,Confused Drifter
R1091,19,Female,Tamil Nadu,Tier-2,Above ₹20L,Postgraduate,Arts/Humanities,CBSE,80–90%,Very clear,1–2 years,Teachers/Counsellor,Social Media,Online courses,Government/UPSC,College matchmaking,Unclear,2,3,728.0,3427.0,Yes,Focused Climber
R1092,24,Male,Haryana,Metro,₹2–5L,Class 9-10,Commerce,IB,80–90%,Very clear,1–2 years,Parents,Family/Friends,Online courses,Business/Management,Entrance exam navigator,Passion/Interest,3,4,404.0,1122.0,Yes,Focused Climber
R1093,20,Male,Rajasthan,Rural,₹2–5L,Undergraduate,Commerce,CBSE,70–80%,Not clear at all,6–12 months,Myself,School Counsellor,Nothing,Business/Management,AI career roadmap,Passion/Interest,4,3,211.0,593.0,No,Confused Drifter
R1094,17,Male,Uttar Pradesh,Tier-2,₹2–5L,Class 9-10,Science PCB,CBSE,80–90%,Very clear,Within 3 months,Myself,Online Platforms,Online courses,Science Research,College matchmaking,Financial security,4,3,390.0,1308.0,Yes,Focused Climber
R1095,19,Male,Punjab,Metro,₹2–5L,Postgraduate,Science PCM,CBSE,Above 90%,Somewhat clear,6–12 months,Myself,School Counsellor,Coaching classes,Business/Management,Entrance exam navigator,Passion/Interest,4,4,349.0,1468.0,No,Career Switcher
R1096,17,Male,Maharashtra,Tier-2,Above ₹20L,Undergraduate,Commerce,CBSE,60–70%,Very clear,1–2 years,Myself,Online Platforms,Online courses,Business/Management,1-on-1 mentorship,Financial security,3,5,725.0,2400.0,Yes,Focused Climber
R1097,17,Male,Tamil Nadu,Tier-2,₹10–20L,Undergraduate,Commerce,CBSE,70–80%,Somewhat unclear,More than 2 years,Both equally,Social Media,Online courses,Business/Management,1-on-1 mentorship,Financial security,5,2,451.0,1476.0,No,Anxious Achiever
